,Binder_ID,sbridge,hbond,energies,bsa,rmsd
0,1,0.866666648532893,3.418759605812306,-59.887555555555565,-1.2075609756097556,0.032355888130841635
1,2,0.9333333333333333,5.4179508427894465,-68.76022222222221,-1.087170731707317,0.04497203475727957
2,3,0.9999265751439695,2.7163145763340744,-60.86911111111112,-1.9669024390243899,0.034779841677512295
3,4,1.0370363466399537,3.173114798434842,-62.515333333333324,-1.4343414634146339,0.030395203715436313
4,5,0.0,4.70648156577515,-76.60266666666668,-0.6143170731707314,0.03311600799788635
5,6,0.0,4.882527311685679,-81.62822222222225,-0.7223902439024388,0.04198790684568081
6,7,0.8213325170303004,6.271019056342903,-72.48022222222221,-1.021317073170732,0.03600952240416753
7,8,0.8620650974546907,3.4799711243101425,-66.15377777777778,-0.8986585365853659,0.038167129184534944
8,9,1.0,2.6523934407270158,-72.51844444444444,-0.24765853658536593,0.03675075794673941
9,10,1.444444402686256,3.354589733509925,-76.93444444444445,-1.4735853658536582,0.02952411195837604
10,11,0.9736623731363913,6.026328271693184,-74.28755555555557,-0.9539268292682924,0.036015991609855164
11,12,1.342065762144801,4.850225978523021,-72.44977777777777,-1.4879999999999998,0.023837690044977523
12,13,1.4666021002558833,6.351062406130699,-72.89133333333334,-1.5057560975609754,0.04503430181333865
13,14,0.785714283237102,3.330252417991962,-57.64444444444443,-1.393390243902439,0.03743603424286408
14,15,1.157891536876529,4.729173976586448,-62.85777777777778,-1.0955365853658536,0.03257657670983179
15,16,1.404757414139782,4.773176779109572,-60.30400000000001,-1.4194634146341463,0.07239524503084999
16,17,0.6999997758305576,3.733987682673345,-60.020666666666685,-1.2683170731707318,0.07502355591385722
17,18,0.9411159304282644,3.8498279558962567,-73.6157777777778,-2.0152439024390243,0.06093385108127197
18,19,0.999999996257383,4.193974286019593,-77.00222222222222,-1.6581219512195122,0.03008915488838717
19,20,1.0,2.222605374878662,-63.40733333333334,-1.4132439024390244,0.040466165509887526
20,21,0.9393939393939394,3.205815430329841,-61.492888888888885,-1.840487804878049,0.03788570904351267
21,22,0.37499285253017933,3.6311031606162625,-59.941333333333326,-1.192268292682927,0.03731304809501582
22,23,1.2558139524369138,3.8017497018538413,-66.68177777777778,-0.2392682926829268,0.040082250447322866
23,24,1.349999995155481,5.1485593468217505,-70.59266666666667,-1.3652682926829265,0.07192247369396675
24,25,0.7221622625002122,4.411946247158083,-66.6391111111111,-1.144829268292683,0.04028977007432982
25,26,0.9999998705863253,4.034548776207044,-65.38111111111111,-1.2937560975609754,0.03802024621748728
26,27,0.9999724667816166,3.0606342217325295,-64.67933333333333,-1.3796341463414634,0.03852427878212114
27,28,1.1666562726149412,4.654990414357804,-77.1451111111111,-0.9114634146341465,0.03066760164290094
28,29,0.99999880891174,4.150854110163951,-64.91088888888888,-1.017341463414634,0.02931889647771814
29,30,0.9999999657213625,3.3498858964408313,-65.34844444444445,-1.5401951219512198,0.02840319523041667
30,31,0.9374986394417396,2.7372894778744503,-68.34955555555555,-1.8999024390243902,0.039551937850089404
31,32,1.0,3.091755055567208,-61.02577777777778,-0.6594878048780487,0.06630349966060382
32,33,1.0588219828581107,4.714019135025004,-75.21022222222223,-1.7004634146341462,0.048177383429578335
33,34,0.8749304969719078,3.1783927051648595,-60.113777777777784,-0.4730243902439024,0.058369801873265854
34,35,1.0285714285714285,3.4834023612037504,-72.80177777777777,-1.6857560975609753,0.03295031018976283
35,36,0.9999999594651167,2.386230442214344,-69.80422222222221,-1.860048780487805,0.03586883269160406
36,37,0.8,2.439561336886292,-61.40600000000001,-1.0844390243902438,0.04909150180930202
37,38,1.7999991562849647,4.370126114100632,-67.87711111111109,-1.2511951219512192,0.028520086900756976
38,39,0.0,4.039033233423891,-73.22155555555555,-1.703585365853658,0.03626898236183372
39,40,0.9777776628064496,2.3873004925530665,-60.482,-1.2739268292682928,0.032365947112879156
40,41,1.0,3.1162719919624604,-75.39511111111112,-1.2896585365853657,0.037932277390065154
41,42,0.0,2.4179474456860497,-49.264,-1.4536097560975607,0.043748520227346356
42,43,1.0,3.1234510192112306,-56.63644444444444,-1.4227560975609759,0.037361652272227104
43,44,0.0,2.9563697429338025,-66.5731111111111,-1.4528536585365852,0.04497607413658793
44,45,0.8947336047360881,3.6689716977511035,-79.22955555555555,-1.2073658536585365,0.040074425268862734
45,46,1.7555555226251727,4.7926141372283215,-65.74533333333335,-1.7462926829268293,0.04317119649639956
46,47,0.999965920380923,4.739296412975345,-70.26155555555556,-0.48753658536585376,0.0341743044681223
47,48,0.8823529218006179,3.6816281935959707,-67.01755555555555,-1.177048780487805,0.05998456559657375
48,49,1.0,2.081064994406778,-62.877111111111105,-1.294731707317073,0.05408643858403141
49,50,0.8857055586455176,6.112354653210709,-78.47222222222223,-2.180292682926829,0.07350918831656932
50,51,1.3249993961485518,4.508497487619894,-70.30977777777778,-1.4441219512195127,0.028282663149879404
51,52,1.4886965748823084,6.256267097474122,-72.08022222222222,-1.6667560975609754,0.06390101415875694
52,53,0.5555555555555556,2.45828399375182,-62.95488888888888,-2.2153170731707315,0.03893107241253953
53,54,0.4998981444332804,2.773678916862011,-67.90333333333332,-1.361609756097561,0.05877638426337998
54,55,0.0,2.1746853844886584,-51.00577777777778,-1.120341463414634,0.04899547574224408
55,56,0.9642852540150815,4.37124515028243,-81.64266666666667,-0.7870487804878048,0.04905897707563634
56,57,0.8888149927142831,3.0593029042736917,-69.05844444444445,-1.1877560975609756,0.07937766565276326
57,58,0.9695855939426098,3.293005200568997,-61.32044444444445,-0.9921951219512195,0.044221131939031474
58,59,1.863635629415517,4.5392834045235,-62.999333333333325,-2.1348292682926826,0.06166919955064585
59,60,1.2856818526922265,4.5546462447849425,-60.74311111111112,-1.2794634146341461,0.05678815134113596
60,61,1.9555541668542074,4.450309817591592,-66.2008888888889,-1.5947560975609758,0.024328305811488038
61,62,1.0,2.1952328758918904,-63.033333333333324,-1.333829268292683,0.04958614227608958
62,63,0.42853725525511266,2.284231663011524,-57.40666666666667,-1.3053658536585364,0.03801855821402042
63,64,1.3555235059009223,4.608957935644039,-76.18022222222223,-1.1533170731707314,0.027868491247986023
64,65,0.9999999962262256,1.8765893295556824,-66.95133333333332,-1.0551219512195122,0.02719773776577841
65,66,0.5,4.56229985319291,-77.75111111111113,-0.26326829268292673,0.036406924879371146
66,67,0.0,2.494667070035811,-65.13577777777776,-1.139682926829268,0.08511060189389608
67,68,0.9999658353751859,2.334644294368112,-60.88977777777779,-0.9535609756097558,0.0576645318630831
68,69,0.0,1.4179999920700486,-62.488,-1.3652195121951216,0.03781815825781802
69,70,0.9473682361272556,2.9041301669427115,-48.65933333333332,-1.7389512195121954,0.05134985243250281
70,71,1.688838380603512,7.123633677222427,-80.85777777777777,-2.0530975609756097,0.03885542866713048
71,72,0.6666662717708429,2.8175771580865856,-55.68911111111112,-1.5519268292682928,0.0702811181468733
72,73,2.4221826005109373,7.218611283034584,-76.23044444444444,-0.5418780487804877,0.04433850002963481
73,74,0.0,2.6057508906168234,-61.71777777777776,-0.41426829268292664,0.09291802098111718
74,75,0.6153810026813129,3.0930515890640318,-79.08155555555555,-1.220609756097561,0.041592111390244726
75,76,0.874999953789627,3.594373564699605,-85.96155555555556,-1.8909268292682926,0.0494282737061796
76,77,0.9999999992296681,3.4117180915143175,-70.15711111111112,-0.6448780487804877,0.046243664825656304
77,78,0.9499999684152792,2.6280257977295727,-79.14777777777778,-1.048853658536585,0.056215350907616556
78,79,0.0,4.207904288474736,-75.748,-0.1819999999999999,0.03467158448653831
79,80,0.0,5.1061898089021005,-84.22333333333333,-1.0197073170731705,0.034089991779863105
80,81,1.3030257314628897,3.346754667544929,-66.118,-1.0416829268292682,0.10574467834068813
